번호,대여소,거치대수,주소,위도,경도
1511,번동 금호어울림아파트102동앞,9,서울특별시 강북구 오현로31길 85-7 번동 656-2,37.631123,127.036034
1512,강북중학교 앞,20,서울특별시 강북구 한천로150길 67 수유동 694-2,37.644737,127.026566
1513,강북구청 뒷편,20,서울특별시 강북구 도봉로89길 13 수유동 192-59,37.639671,127.025200
1514,강북구청 사거리 버스정류소 앞,10,서울특별시 강북구 한천로 1009 강북구청 사거리 버스정류소,37.638805,127.028358
1515,송천동 주민센터,10,서울특별시 강북구 솔샘로 284 송천동 주민센터,37.618286,127.024048
1516,우이초등학교 후문 옆,10,서울특별시 강북구 삼양로99길 33 우이초등학교 후문 옆,37.638706,127.015907
1518,SK telecom(수유직영점) 앞,10,서울특별시 강북구 삼양로 439 SK telecom(수유직영점),37.643085,127.016167
1519,세븐일레븐 수유장미원점 앞,10,서울특별시 강북구 삼양로 474 수유동 317-3,37.645451,127.015617
152,마포구민체육센터 앞,30,서울특별시 마포구 망원동 452-4 마포구민체육센터 앞,37.556610,126.898018
1520,성실교회,10,서울특별시 강북구 노해로 50 수유동 140,37.639862,127.022789
1522,월드전기조명인테리어(우이동),10,서울특별시 도봉구 삼양로 574 우이동 100-13,37.654472,127.012756
1525,미아동 복합청사,10,서울특별시 강북구 솔매로49길 14 미아동 195-1,37.627140,127.026695
1526,수유동 채선당앞,8,서울특별시 강북구 수유동 140 수유동 채선당앞,37.641739,127.024628
1527,미아역 1번 출구 뒤,10,서울특별시 강북구 미아동 194-1 미아역 1번 출구 뒤,37.627335,127.026054
1528,삼각산동 주민센터,10,서울특별시 미아동 813-8 삼각산동 주민센터,37.615036,127.020699
1529,미아동 한국전력공사,15,서울특별시 미아동 194-1 미아동 한국전력공사,37.630180,127.024910
153,성산2교 사거리,12,서울특별시 마포구 성산동 54-17 성산2교 사거리,37.564697,126.912613
1530,광산사거리,10,서울특별시 강북구 노해로 87  광산사거리,37.643551,127.022346
1531,미아사거리 1번 출구,10,서울특별시 강북구 미아동 66-1 미아사거리 1번 출구,37.613956,127.030251
1532,번3동 주민센터 교차로,10,서울특별시 강북구 번동 2-2 번3동 주민센터 교차로,37.626354,127.047447
1533,"번동 주공3, 4단지 교차로",10,"서울특별시 강북구 번동 254 번동 주공3, 4단지 교차로",37.629917,127.040916
1534,북서울 꿈의 숲 동문,20,서울특별시 강북구 번동 105 북서울 꿈의 숲 동문,37.619637,127.044533
1535,효성인텔리안 앞,10,서울특별시 수유동 230-7 효성인텔리안 앞,37.636292,127.023376
1536,번동 두산위브 101동 옆,20,서울특별시 번동 386-17 번동 두산위브 101동 옆,37.636261,127.032173
1537,북한산 우이역,10,서울특별시 강북구 삼양로 670 북한산 우이역,37.663666,127.012428
1538,솔밭공원역,8,서울특별시 강북구 삼양로 595 솔밭공원역,37.656158,127.013138
1539,19민주묘지역,10,서울특별시 강북구 삼양로 519 4.19민주묘지역,37.649673,127.013451
154,마포구청역,13,서울특별시 마포구 망원동 477-23 마포구청역,37.560909,126.905495
1540,가오리역,10,서울특별시 강북구 삼양로 426 가오리역,37.641670,127.016884
1541,삼양역,10,서울특별시 강북구 삼양로 263 삼양역,37.626530,127.018059
1542,삼양사거리역,10,서울특별시 강북구 삼양로 197 삼양사거리역,37.621552,127.020370
1543,수유1동 주민센터,10,서울특별시 강북구 삼양로 299 수유1동 주민센터,37.630188,127.017738
1545,솔샘역 2번 출구,10,서울특별시 강북구 솔샘로 195 솔샘역 2번 출구,37.620380,127.013680
1546,송천동우체국,10,서울특별시 강북구 도봉로 71 송천동우체국,37.615459,127.029701
1547,꿈의숲 롯데캐슬,15,서울특별시 강북구 오현로 56 꿈의숲 롯데캐슬 111동 인근,37.618641,127.036240
1548,북서울 꿈의숲 서문,15,서울특별시 강북구 월계로 173 북서울 꿈의숲 서문,37.622688,127.037811
155,가좌역1 번출구 뒤,15,서울특별시 마포구 성산동123-29 가좌역1.2번출구,37.568550,126.914513
156,서울서부지방법원 앞,10,서울특별시 마포구 공덕동 105-11 서울서부지방법원 앞,37.549904,126.955147
157,애오개역 4번출구 앞,12,서울특별시 마포구 아현동 607-1 애오개역 4번출구 앞,37.553001,126.956688
158,독립문 어린이 공원,15,서울특별시 서대문구 영천동 259-1 독립문 어린이 공원,37.571259,126.960480
159,이대역 4번 출구,7,서울특별시 서대문구 대현동 60-11 이대역 4번 출구,37.556953,126.946342
160,북아현동 가구거리,20,서울특별시 서대문구 북아현동 251-78 아현동 가구거리,37.557549,126.959381
1601,석계역 문화광장 내 자전거 보관소,20,서울특별시 노원구 화랑로 331 노원구 월계동 47-45,37.615299,127.064468
1602,광운대역 앞,15,서울특별시 노원구 석계로 98-2 노원구 월계동 412-1,37.622662,127.061897
1603,롯데캐슬 102동 코너(월계주유소건너),10,서울특별시 노원구 월계로 252 노원구 월계동 860-16,37.624859,127.050140
1605,헬스케어,10,서울특별시 노원구 월계로 378 노원구 월계동 321-4,37.631622,127.061615
1606,태릉입구역 3번출구,10,서울특별시 노원구 동일로 지하 992-1 노원구 공릉동 616-4,37.619171,127.074928
1608,공릉역 1번 출구 앞,10,서울특별시 노원구 동일로 지하 1074 노원구 공릉동 385-4,37.626614,127.072754
161,무악재역1번 출구,8,서울특별시 서대문구 통일로 380-4 무악재역1번 출구,37.582245,126.950645
1610,화랑대역 2번출구 앞,20,서울특별시 노원구 화랑로 지하 510 노원구 공릉동 280-12,37.620369,127.083641
1611,과기대 입구(우),20,서울특별시 노원구 공릉로 232 노원구 공릉동 436-4,37.629940,127.076553
1616,하계2동 공항버스정류장 옆,10,서울특별시 노원구 동일로 지하 1196 노원구 하계동 273-5,37.635109,127.068329
1617,하계동 중평어린이공원 앞,20,서울특별시 노원구 섬밭로 241 하계동 271-1,37.637150,127.063271
1619,중계동 하나프라자빌딩 앞(중1-1),10,서울특별시 노원구 한글비석로 235 노원구 중계동 391,37.649021,127.076408
162,봉원고가차도 밑,15,서울특별시 서대문구 대신동 143-1 봉원고가차도 밑,37.565269,126.946243
1620,중계동 노원구민체육센터 옆(중1-2),10,서울특별시 노원구 노원로22길 1 노원구 중계1동 360-18,37.648209,127.070221
1623,노원 구민회관,20,서울특별시 노원구 동일로 1229 노원구 중계동 507-3,37.638649,127.066292
1625,상계역(4번출구),20,서울특별시 노원구 상계로 182 노원구 상계동 173-19,37.660000,127.072968
1627,수락산역 4번출구,12,서울특별시 노원구 동일로 지하 1662 노원구 상계동 1263,37.676941,127.055099
1628,노일초등학교 앞,10,서울특별시 노원구 동일로 1652 노원구 상계동 1118-9,37.673618,127.055252
163,명지전문대학교 정문 앞,7,서울특별시 서대문구 홍은동 산25-3 명지전문대학교 정문 앞,37.583698,126.924965
1630,수연빌딩 앞,10,서울특별시 노원구 동일로 지하 1662 노원구 상계동 1132-9,37.676250,127.055504
1634,당고개공원 대여소,15,서울특별시 노원구 상계로 283 노원구 상계동 65-43,37.669079,127.077591
1635,4동 주민센터 대여소,11,서울특별시 노원구 덕릉로131길 8 노원구 상계동 37-7,37.672710,127.083160
1636,백병원 사거리 농협은행 앞,10,서울특별시 노원구 동일로 1351 노원구 상계동 747,37.649212,127.061768
1637,KT 노원점 건물 앞,15,서울특별시 노원구 노해로 489 노원구 상계동 719-1,37.654701,127.063400
1639,희성오피앙,10,서울특별시 노원구 동일로 1701 노원구 상계동 1263,37.680313,127.055069
164,북가좌1동 주민센터,10,서울특별시 서대문구 북가좌동 477-1 북가좌1동 주민센터,37.574478,126.910049
1640,한내근린공원 북측,10,서울특별시 노원구 마들로 86 한내근린공원 북측,37.623863,127.068489
1641,한내근린공원 남측,15,서울특별시 노원구 마들로 86 한내근린공원 남측,37.621555,127.069511
1642,서울여대 남문,7,서울특별시 노원구 화랑로51길 38 서울여대 남문,37.625435,127.088493
1643,태릉입구역 8번출구,10,서울특별시 노원구 공릉동 687-6 태릉입구역 8번출구,37.617367,127.075211
1646,삼육대 입구,20,서울특별시 노원구 공릉동 26-43 삼육대 입구,37.638489,127.107903
165,중앙근린공원,20,서울특별시 서대문구 북가좌동 470-1 모래내 우체국,37.575138,126.913940
1650,중계근린공원내,20,서울특별시 노원구 중계동 506-3 중계근린공원내,37.639580,127.065102
1651,맥도날드 상계점 앞,20,서울특별시 노원구 상계동 1118-9 맥도날드 상계점 앞,37.672375,127.055992
1652,파르코 앞,10,서울특별시 노원구 상계동 1263 파르코 앞,37.680000,127.055580
1653,노원역1번출구,10,서울특별시 노원구 상계동 335-4 노원역1번출구,37.656200,127.063622
1654,당고개입구 오거리,15,서울특별시 노원구 상계동 172-2 보훈회관 대여소,37.663792,127.075447
1655,공릉1단지아파트,15,서울특별시 동일로 1127 공릉1단지아파트,37.631111,127.070160
1656,중앙하이츠 아파트 입구,10,서울특별시 노원구 노원로 428 중앙하이츠 아파트 입구,37.654999,127.067436
1657,노원구청,10,서울특별시 노원구 노해로 437  노원구청,37.654049,127.057327
1659,중계동 을지중학교,10,서울특별시 노원구 중계동 370 중계동 을지중학교,37.650330,127.071602
166,가재울 초등학교,20,서울특별시 서대문구 연희동 530 남가좌1동 주민센터,37.573277,126.919678
1660,서울시립과학관,8,서울특별시 노원구 하계동 266 서울시립과학관,37.642071,127.076622
1661,당현천근린공원,10,서울특별시 노원구 동일로 1342 당현천근린공원,37.649639,127.065605
1662,노원역7번출구,15,서울특별시 노원구 노해로 467 노원역 7번출구,37.654114,127.059151
1663,동해문화예술관앞,20,서울특별시 노원구 화랑로 429 동해문화예술관앞,37.619381,127.057854
1664,노해근린공원내,10,서울특별시 노원구 노원로22길 1 노해근린공원내,37.649361,127.070442
1665,양지근린공원앞,10,서울특별시 노원구 한글비석로 227 양지근린공원앞,37.647335,127.076424
1666,노원소방서인근,10,서울특별시 노원구 노원로26길 111 노원소방서인근,37.655781,127.071777
1667,중계중학교,10,서울특별시 노원구 덕릉로76길 23 중계중학교,37.654499,127.074387
1668,중계역 6번출구,10,서울특별시 노원구 동일로 지하 1308-1 중계역 6번출구,37.645508,127.063255
1669,중계역 3번출구,9,서울특별시 노원구 동일로 지하 1308-1 중계역 3번출구,37.643528,127.065224
167,연가초등학교 옆,15,서울특별시 서대문구 북가좌동 70-119 연가초등학교 옆,37.579460,126.917130
1670,노원경찰서교차로,15,서울특별시 노원구 노원로 283 노원경찰서교차로,37.643410,127.071838
1671,인덕대학교,15,서울특별시 노원구 초안산로 12 인덕대학교,37.629349,127.054825
1672,상계동수락리버시티,15,서울특별시 노원구 누원로 18 상계동수락리버시티,37.688599,127.053406
1673,노원역 5번출구,10,서울특별시 노원구 동일로 1404 노원역 5번출구,37.653976,127.060974
1674,서울북부고용센터앞,15,서울특별시 노원구 노해로 450 서울북부고용센터앞,37.653549,127.058083
1675,월계문화체육센터,14,서울특별시 노원구 월계로 280 월계문화체육센터,37.626942,127.055130
1677,육군사관학교  앞,10,서울특별시 노원구 화랑로 570 육군사관학교 앞,37.623165,127.090500
1678,성서대학교 밀알관,15,서울특별시 노원구 동일로214길 32 성서대학교 밀알관,37.648438,127.064445
1679,삼육대 도서관,15,서울특별시 노원구 화랑로 815 삼육대 도서관,37.642830,127.106667
1680,삼육대 제3과학관,10,서울특별시 노원구 화랑로 653 삼육대 후문 삼거리,37.642654,127.108383
1681,현대6차 아파트,12,서울특별시 노원구 중계로8길 20 현대6차 아파트,37.645802,127.082260
1682,중계종합사회복지관 교차로,13,서울특별시 노원구 덕릉로 662 중계종합사회복지관 교차로,37.656799,127.077606
1683,노원문화예술회관,10,서울특별시 노원구 중계로 181 노원문화예술회관,37.650459,127.080887
1684,태릉입구역 5번출구,20,서울특별시 노원구 동일로 986 태릉입구역 5번출구와 6번출구 사이,37.618320,127.075630
1685,불암고등학교 앞 횡단보도,8,서울특별시 노원구 중계로 155 불암고등학교 앞 횡단보도,37.648190,127.080482
1687,서울월드컵경기장 테스트,10,서울특별시 노원구 동일로227길 26 노원구 상계15단지,37.568722,126.896225
1688,마들역 7번출구,9,서울특별시 노원구 동일로 지하 1530-1 마들역 7번출구,37.665661,127.057297
1689,마들역 3번출구,10,서울특별시 노원구 동일로 지하 1530-1 마들역 3번출구,37.665249,127.057892
169,북가좌 삼거리,15,서울특별시 서대문구 북가좌동 400 북가좌 삼거리,37.573002,126.907799
1690,도봉운전면허시험장,10,서울특별시 노원구 동일로 1449 도봉운전면허시험장,37.657730,127.059311
1691,노원정보도서관,10,서울특별시 노원구 노원로34길 43 노원정보도서관,37.660709,127.065331
1692,온곡초교 교차로,10,서울특별시 노원구 한글비석로 471 온곡초교 교차로,37.664188,127.066010
1693,원자력 병원,15,서울특별시 노원구 노원로 75 원자력병원 국가방사선 비상진료센터,37.628189,127.082108
170,가재울 뉴타운 주유소 옆,10,서울특별시 서대문구 남가좌동 124 가재울 뉴타운 주유소 옆,37.573112,126.922447
1702,녹천역 1번출구 앞,10,서울특별시 도봉구 덕릉로 376 창동 57-11,37.646172,127.050560
1703,도봉산광역환승센터앞,15,서울특별시 도봉구 도봉로 955 도봉동 637-1,37.689720,127.045197
1705,도봉구청 정문앞,8,서울특별시 도봉구 마들로 656 방학동 720,37.669224,127.046516
1706,기업은행 앞,10,서울특별시 도봉구 도봉로 683 방학동 726-92,37.665665,127.042671
1707,도봉구민회관,15,서울특별시 도봉구 도봉로 552 창동 723-11,37.654461,127.038513
1708,보건소사거리(다비치안경창동점),8,서울특별시 도봉구 해등로 150 창동 723-10,37.656830,127.039848
1709,쌍문역4번출구 주변,15,서울특별시 도봉구 도봉로 지하 486-1 쌍문동 83-5,37.650127,127.035347
171,임광빌딩 앞,10,서울특별시 서대문구 미근동 317-1 임광빌딩 앞,37.564724,126.967278
1712,창동역공영주차장앞,15,서울특별시 도봉구 마들로11길 74 도봉구 창동 1-9,37.654049,127.050201
1713,쌍문동 청소년 랜드,10,서울특별시  도봉구 노해로140 쌍문동 청소년 랜드,37.647266,127.025879
1714,도봉문화정보도서관 삼거리,10,서울특별시 도봉구 덕릉로 315 도봉문화정보도서관 삼거리,37.644630,127.044609
1715,서울특별시교육청도봉도서관,20,서울특별시 도봉구 삼양로556 서울특별시교육청도봉도서관,37.653179,127.012787
1716,하나로마트 창동점,10,서울특별시 도봉구 마들로11길 20 하나로마트 창동점,37.654202,127.050728
1717,시립창동운동장 입구,15,서울특별시 도봉구 창동 1-24 시립창동운동장 입구,37.655708,127.050102
1719,신도봉사거리 버스정류장,10,서울특별시  도봉구 도봉로 771 신도봉사거리 버스정류장,37.673283,127.043991
1720,도봉구청 옆(중랑천변),27,서울특별시 도봉구 마들로 656 도봉구청 옆(중랑천변),37.668671,127.047981
1721,창동역 2번출구,12,서울특별시 창동 74-2  창동역 2번출구,37.653015,127.046997
1722,창동청소년수련관,15,서울특별시 도봉구 노해로69길 132 창동청소년수련관,37.657799,127.050049
1723,방학동학마을도서관,10,서울특별시 도봉구 시루봉로 128 방학동학마을도서관,37.662079,127.027718
1725,창1동주민센터,10,서울특별시 도봉구 해등로 46 창1동주민센터,37.647503,127.043312
1726,삼익세라믹아파트교차로,8,서울특별시 도봉구 해등로 189 삼익세라믹아파트,37.658588,127.035210
1727,서울도봉초등학교인근,15,서울특별시 도봉구 도봉로173길 96 서울도봉초등학교인근,37.678677,127.040764
1728,서울북부지방법원,15,서울특별시 도봉구 마들로 749 서울북부지방법원,37.677666,127.046242
1729,파리바게트앞,10,서울특별시 도봉구 도봉로 891 파리바게트앞,37.684010,127.045792
173,서대문역 8번출구 앞,8,서울특별시 서대문구 충정로2가 138 서대문역 8번출구 앞,37.564777,126.966148
1730,도봉산역 교차로 앞,10,서울특별시 도봉구 도봉산길 10 도봉산역 교차로 앞,37.687592,127.045502
1731,도봉고등학교 맞은편,15,서울특별시 도봉구 도봉산4길 6 도봉고등학교 맞은편,37.687500,127.042557
1732,우리은행 앞,10,서울특별시 도봉구 도봉로 707 우리은행 앞,37.667599,127.042999
1733,방학사거리 (봄마당 앞),12,서울특별시 도봉구 방학로 102 방학사거리 (봄마당 앞),37.662979,127.041939
1734,쌍문현대1차아파트 108동 앞,10,서울특별시 도봉구 해등로 218 쌍문현대1차아파트 108동 앞,37.658150,127.032669
1735,"도봉역 1,2번 출구사이 건너편",13,"서울특별시 도봉구 도봉로170길 2 도봉역 1,2번 출구사이 건너편",37.679119,127.044983
1736,버스정류장 앞,12,서울특별시 도봉구 도봉로 528 버스정류장 앞,37.652241,127.037064
1737,하나은행 (창동점),8,서울특별시 도봉구 덕릉로 249 하나은행 (창동점),37.639702,127.038834
1738,창동주공17단지 상가앞,10,서울특별시 도봉구 덕릉로 404 창동주공17단지 상가앞,37.646309,127.052742
1739,창동한신,5,서울특별시 도봉구 덕릉로60바길 21 창동한신,37.638859,127.041176
1741,제일강산수산입구,15,서울특별시 도봉구 도봉로 444 제일강산수산입구,37.645199,127.032982
1742,북한산 코오롱 하늘채,10,서울특별시 도봉구 우이천로 367 북한산 코오롱 하늘채,37.648891,127.023018
175,홍연2교옆,20,서울특별시 서대문구 홍은동 387-16 홍연2교옆,37.578072,126.930817
176,명지대학교 도서관,10,서울특별시 서대문구 거북골로 34 서대문구 거북골로 34,37.581097,126.924026
177,북가좌 초등학교,8,서울특별시 서대문구 거북골로19길 20 북가좌 초등학교,37.577675,126.909805
178,증산3교 앞,10,서울특별시 서대문구 북가좌동 352-9 증산3교 앞,37.579876,126.906349
179,가좌역 4번출구 앞,15,서울특별시 서대문구 남가좌동 293-3  가좌역 4번출구 앞,37.569122,126.914795
180,충정로역 7번출구 아래,10,서울특별시 서대문구 충정로3가 56-1 충정로역 7번출구 뒤,37.559967,126.962463
1804,독산역 2번출구 자전거주차장,10,서울특별시 금천구 벚꽃로 115 가산동 680-2 독산역 2번출구 뒤편 자전거 주차장,37.466530,126.888718
1805,서울디지털운동장 앞,10,서울특별시 금천구 가산디지털2로 151 가산동 459-16,37.482288,126.877769
1806,에이스하이엔드타워9차 앞,10,서울특별시 금천구 가산디지털1로 233 가산동 602-3,37.486214,126.878639
1808,에이스하이엔드타워8차 앞,20,서울특별시 금천구 가산디지털1로 84 가산동 345-5,37.473209,126.884941
1809,LG전자 별관동(호서대 벤처타워 맞은편),10,서울특별시 금천구 가산디지털1로 63 가산동 319-11,37.470779,126.885155
181,망원초록길 입구,15,서울특별시 마포구 마포나루길 467 망원초록길 입구,37.551342,126.902672
1812,갑을그레이트밸리 앞,10,서울특별시 금천구 디지털로9길 32 가산동 60-35,37.479031,126.887299
1814,두산위브아파트 옆 상가건물 앞,8,서울특별시 금천구 가산로 99 가산동 153-16,37.474220,126.894127
1816,금천폭포공원 앞,20,서울특별시 금천구 시흥대로38길 61 시흥동 1001-1,37.446861,126.903831
1819,금천구청 앞 자전거거치대,10,서울특별시 금천구 시흥대로73길 70 시흥동 1020,37.456478,126.895927
182,망원2빗물펌프장 앞,10,서울특별시 마포구 동교로 7 망원2빗물펌프장 앞,37.551567,126.902847
1820,신한은행 시흥대로금융센터지점,10,서울특별시 금천구 시흥대로 446 시흥동 1001-7,37.443340,126.903358
1821,홈플러스 시흥점 맞은편 다비치안경 앞,10,서울특별시 금천구 시흥대로 198 시흥동 1000-92,37.451458,126.902115
1822,서울 시흥동우체국 앞,10,서울특별시 금천구 시흥대로 217 시흥동 1000-71,37.452991,126.900909
1823,상신정비공업 앞,20,서울특별시 금천구 시흥대로 287 독산동 1080-8,37.458912,126.898590
1824,독산근린공원 입구,15,서울특별시 금천구 독산동  독산동 1086 (금천교 사거리 독산근린공원 입구),37.464550,126.883728
1825,한신아파트 앞 육교 아래,10,서울특별시 금천구 금하로1길 70 독산동 1094 (성민성결교회 앞),37.454700,126.891052
1826,한신코아 앞,20,서울특별시 금천구 한내로 62 독산동 1092 (도로다이어트 사업으로 보도 확장예정),37.456841,126.888344
1827,독산보도육교 앞 자전거 보관소,20,서울특별시 금천구 서부샛길 70 독산동 724-5 (자전거종합서비스센터 앞쪽),37.455849,126.893143
1828,한양수자인아파트 앞,10,서울특별시 금천구 시흥대로150길 6 독산동 996-9,37.475319,126.898888
1829,홈플러스 금천점 앞,10,서울특별시 금천구 시흥대로 391 독산동 291-4,37.469139,126.897202
183,하늘채코오롱아파트 건너편,15,서울특별시 마포구 연남로 30 하늘채코오롱아파트 건너편,37.565166,126.919395
1830,빅마켓 금천점 앞,15,서울특별시 금천구 두산로 71 독산동 295-22,37.470230,126.895073
1831,메이퀸웨딩컨벤션 앞,10,서울특별시 금천구 시흥대로 435 독산동 152-12,37.472500,126.897957
1833,독산역 1번출구 앞 자전거보관소,10,"서울특별시 금천구 벚꽃로 115 독산동 1081-9 (금천고가차도 하부, 태영아파트 앞)",37.466541,126.890282
1834,월드메르디앙 벤처센터 2차,15,서울특별시 금천구 가산디지털2로 123 가산동 450-2,37.479084,126.879044
1835,STX V타워,10,서울특별시 금천구 가산디지털1로 128 가산동 371-37,37.477070,126.884430
1836,금천구립 독산도서관,7,서울특별시 금천구 독산로54길 114 독산동 375-2,37.467403,126.908142
1839,수출의 다리 아래,20,서울특별시 가산동 60-35 수출의 다리 아래,37.477058,126.885185
184,SK망원동주유소 건너편,9,서울특별시 마포구 월드컵로 119  SK망원동주유소 건너편,37.558949,126.907753
1840,솔브레인이엔지 뒤편,20,서울특별시 가산동 219-18 솔브레인이엔지 뒤편,37.475101,126.888069
1841,가산동 주민센터,10,서울특별시 가산동 144-3 가산동 주민센터,37.476952,126.891869
1842,한울중학교,15,서울특별시 시흥동 1000-3 한울중학교,37.462574,126.906860
1843,독산고등학교,10,서울특별시 독산동 906-42 독산고등학교,37.477097,126.911133
1845,롯데캐슬골드파크1차 서문,15,서울특별시 금천구 벚꽃로40  롯데캐슬골드파크1차 서문,37.460289,126.892189
1846,롯데캐슬골드파크1차 동문,15,서울특별시 금천구 독산동 441-19  롯데캐슬골드파크1차 동문,37.460171,126.896042
1847,독산주공 14단지 버스정류소,10,서울특별시 금천구 안양천로 독산주공 14단지 버스정류소,37.461033,126.887100
1848,벽산 디지털밸리 5차,10,서울특별시 금천구 가산동 60-73  벽산 디지털밸리 5차,37.476276,126.885391
1849,대륭포스트타워5차,10,서울특별시 금천구 디지털로9길 68 대륭포스트타워5차,37.481354,126.886940
185,마포 신수공원 앞,15,서울특별시 마포구 현석동 106-32 마포 신수공원 앞,37.542545,126.934296
1850,코오롱테크노밸리,10,서울특별시 금천구 디지털로9길 56 코오롱테크노밸리,37.480160,126.886368
1851,가산디지털단지 7번출구,10,서울특별시 금천구 벚꽃로 309 가산디지털단지 7번출구,37.481232,126.881485
1852,혜명양로원 담장 옆,10,서울특별시 금천구 금하로29길 36 혜명양로원 담장 옆,37.451771,126.913399
1853,서울디자인직업전문학교 앞,10,서울특별시 금천구 가산로 70 서울디자인직업전문학교 앞,37.472481,126.895866
1854,가산아네스트 오피스텔 앞,10,서울특별시 금천구 남부순환로 1314 가산아네스트 오피스텔 앞,37.478180,126.897408
1855,성지아파트 옆 도로변,10,서울특별시 금천구 시흥대로51길 55 성지아파트 옆 도로변,37.451321,126.897621
1856,모두의학교,10,서울특별시 금천구 남부순환로128길 42 모두의학교,37.478409,126.907372
1857,주공14단지,15,서울특별시 금천구 한내로 69-54 주공14단지,37.460560,126.887093
1858,석수역1번출구 앞 (SK주유소),10,서울특별시 금천구 시흥대로 39-7 석수역1번출구 앞 (SK주유소),37.437271,126.902687
1859,대륭테크노타운 18차,20,서울특별시 금천구 가산디지털1로 19 대륭테크노타운 18차,37.467999,126.886841
186,월드컵공원,40,서울특별시 마포구 하늘공원로 108-1 월드컵공원,37.563965,126.898209
188,홍은동 정원여중 입구,10,서울특별시 서대문구 연희로37안길 51 홍은동 정원여중 입구,37.586388,126.935127
1901,신도림동주민센터 앞,10,서울특별시 구로구 신도림로 40 구로구 신도림동 397-32,37.507332,126.879730
1904,도림천역 1번 출구 앞,10,서울특별시 구로구 경인로67길 160 구로구 신도림동 323-16,37.514240,126.882874
1906,신도림역 1번 출구 앞,20,서울특별시 구로구 경인로 688 구로구 신도림동 348-1,37.509720,126.890099
1907,구일우성(아) 육교 밑,12,서울특별시 구로구 구일로2길 59 구로구 구로동 685-524,37.489632,126.876259
1908,해원리바파크 육교 밑,10,서울특별시 구로구 구일로 110 구로구 구로동 642-107,37.495285,126.872162
191,정명학원,10,서울특별시 서대문구 응암로 66 정명학원,37.578892,126.910736
1910,낙원교회 맞은편,5,서울특별시 구로구 구로동로42길 43 구로구 구로동 454-92,37.497505,126.884377
1911,구로디지털단지역 앞,10,서울특별시 구로구 시흥대로 577-2 구로구 구로동 1119,37.484940,126.901321
1912,한신휴아파트 앞,10,서울특별시 구로구 디지털로31길 120 구로구 구로동 772,37.488800,126.890663
1913,구로리공원,10,서울특별시 구로구 구로중앙로 13 구로구 구로동 136-14,37.491032,126.892151
1914,대림역4번출구,10,서울특별시 구로구 도림천로 351 구로구 구로동 72-9,37.494404,126.894447
1916,구로중학교앞,10,서울특별시 구로구 구로중앙로 48 구로구 구로동 65,37.494141,126.889984
192,연서어린이공원,10,서울특별시 서대문구 연희동 519-7 연서어린이공원,37.572227,126.923065
1920,서울미래초등학교 사거리,10,서울특별시 구로구 새말로 73 구로구 구로동 50,37.504379,126.888298
1924,삼부르네상스파크빌,10,서울특별시 구로구 남부순환로 1299 구로구 가리봉동 127-30,37.478741,126.895096
1925,동양미래대학교 정문 옆,20,서울특별시 구로구 경인로 445 구로구 고척동 63-3,37.499889,126.867699
1928,고척스카이돔구장 광장,10,서울특별시 구로구 경인로 430 구로구 고척동 63-5,37.499470,126.868401
1929,고척근린공원 고척도서관 앞,10,서울특별시 구로구 고척로45길 31 구로구 고척동 산 9-14,37.505135,126.852760
1930,개봉지구대 개봉치안센터,7,서울특별시 구로구 경인로 293 구로구 개봉동 139-4,37.497684,126.853729
1931,개봉역(북측광장),10,서울특별시 구로구 경인로40길 47 구로구 개봉동 416-99,37.494995,126.858253
1933,개봉푸르지오아파트 상가,10,서울특별시 구로구 남부순환로 775 구로구 개봉동 92-1,37.501583,126.846870
1936,개봉역 1번 출구 자전거보관서쪽,10,서울특별시 구로구 경인로40길 47 구로구 개봉동 202-42,37.494282,126.859215
1937,한진아파트 입구,15,서울특별시 구로구 개봉로3길 87 구로구 개봉동 375-4,37.486061,126.852013
194,증산교 앞,10,서울특별시 서대문구 불광천길 36 증산교 앞,37.577316,126.902969
1941,오류동역 2번출구,10,서울특별시 구로구 서해안로 2340-10 구로구 오류동 135-2,37.493938,126.844055
1943,온수역 북측,10,서울특별시 구로구 경인로3길 지하 64 구로구 온수동 119-4,37.492790,126.824524
1946,구로역 광장,10,서울특별시 구로구 구로중앙로 174 구로동 603-26,37.503117,126.880386
195,모래내고가차도,10,서울특별시 서대문구 연희동 446-76 모래내고가차도,37.567657,126.917809
1951,천왕이펜하우스 4단지 상가 앞,20,서울특별시 구로구 천왕로 9 구로구 천왕동 79-11,37.480289,126.839500
1952,천왕연지타운2단지 앞,15,서울특별시 구로구 오리로 1102-10 구로구 천왕동 257-82,37.482105,126.845726
1953,천왕역 4번출구 뒤,20,서울특별시 구로구 오리로 지하 1154 구로구 오류동 174-6,37.486385,126.839211
1955,디지털입구 교차로,10,서울특별시 구로구 시흥대로 551 디지털입구 교차로,37.482883,126.901039
1956,도야미리숯불갈비 앞,10,서울특별시 구로구 신도림로 67 도야미리숯불갈비 앞,37.510010,126.882050
1957,구일고등학교 정문,15,서울특별시 구로구 구일로 90-51 구일고등학교 정문,37.493401,126.874329
1958,강서수도사업소민원센터,10,서울특별시 구로구 가마산로 272 강서수도사업소민원센터,37.495781,126.890121
1959,구로구의회 앞,10,서울특별시 구로구 가마산로25길 9-24 구로구의회 앞,37.496456,126.889587
196,연희교차로 인근,10,서울특별시 서대문구 홍제천로 48 연희교차로 인근,37.566120,126.925896
