번호,대여소,거치대수,주소,위도,경도
2207,내곡파출소 뒤 정자,9,서울특별시 서초구 헌릉로 226 서초구 내곡동 184-27,37.454407,127.064926
221,여의도초교 앞,10,서울특별시 영등포구 여의대방로 439 여의도초등학교 앞,37.522675,126.937790
2210,반포1동 주민센터 앞,15,서울특별시 서초구 사평대로 지하 285 서초구 반포동 128-7,37.505096,127.013107
2211,서초구립반포도서관 앞,10,서울특별시 서초구 고무래로 34 서초구 반포동 131-1,37.502636,127.012314
2212,서초현대4차아파트 201동 맞은편,20,서울특별시 서초구 고무래로 94 서초구 반포동 131-3,37.500961,127.017929
2213,고속터미널역 5번출구 앞,20,서울특별시 서초구 신반포로 지하 188 서초구 반포동 117-4,37.502232,127.002258
2214,신반포역 2번출구 앞,15,서울특별시 서초구 신반포로 지하 105 서초구 반포동 128-1,37.504116,126.997490
2215,반포종합운동장 입구,10,서울특별시 서초구 신반포로16길 30 서초구 반포동 15-2,37.501713,126.995476
2217,아크로리버뷰 부지 앞,20,서울특별시 서초구 나루터로4길 60 서초구 잠원동 78,37.513046,127.005959
2219,"고속터미널역 8-1번, 8-2번 출구 사이",20,서울특별시 서초구 신반포로 지하 188 서초구 잠원동 101,37.506199,127.003944
222,시범아파트버스정류장 옆,12,서울특별시 영등포구 63로 45 시범아파트버스정류장 옆,37.519436,126.937599
2220,반포본동 주민센터 앞,10,서울특별시 서초구 신반포로 10 서초구 반포동 752,37.500614,126.986160
2221,하나은행 방배동지점 앞,15,서울특별시 서초구 방배로 110 서초구 방배동 905-34,37.485611,126.994682
2222,사당역 12번출구 뒤,10,서울특별시 동작구 동작대로 지하 3 서초구 방배동 495-3,37.478069,126.982033
2223,방배래미안 정문 앞,20,서울특별시 서초구 남부순환로 2183 서초구 방배동 2577,37.472610,126.983009
2225,백석예술대학교 제3캠퍼스 앞,15,서울특별시 서초구 방배로9길 23 서초구 방배동 504-4,37.473759,126.995247
2226,신동아럭스빌아파트 앞,15,서울특별시 서초구 방배로1길 9 서초구 방배동 1034-2,37.475182,127.001389
2227,방배열린문화센터 앞,15,서울특별시 서초구 서초대로 지하 103 서초구 방배동 874-16,37.489052,126.992523
2228,뒷벌공원 옆,20,서울특별시 서초구 방배중앙로 131 서초구 방배동 686-152,37.489586,126.986725
2229,로고스교회 맞은 편,10,서울특별시 서초구 방배천로 126 서초구 방배동 3151,37.487011,126.984962
223,진주아파트상가 앞,20,서울특별시 영등포구 국제금융로 108-6 진주아파트상가 앞,37.519314,126.933167
2230,이수역 4번 출구,20,서울특별시 동작구 사당로 지하 310 서초구 방배동 2298,37.485828,126.982628
2231,삼성타운(삼성생명) A동 맞은편,15,서울특별시 서초구 서초대로 405 1377,37.496914,127.024963
2233,서초신동아1차아파트 옆,20,서울특별시 서초구 효령로36길 22 서초동 1418,37.491112,127.022957
2235,KT 서초지사 앞,15,서울특별시 서초구 사평대로 73 서초구 방배동 1037-2,37.482159,127.002701
2237,서울남부터미널 대합실 입구,20,서울특별시 서초구 서초중앙로 지하 31 서초구 서초동 1748-38,37.484558,127.014870
2239,교대역 6번출구,10,서울특별시 서초구 서초대로 지하 294 서초구 서초동 1748-6,37.494217,127.013786
224,롯데캐슬 앞,20,서울특별시 영등포구 국제금융로 86 롯데캐슬 앞,37.520088,126.932365
2241,양재전화국 사거리,10,서울특별시 강남구 논현로 201 강남구 도곡동 207,37.485378,127.041702
2242,양재역 11번 출구 앞,20,서울특별시 서초구 남부순환로 지하 2585 서초구 양재동 105-4,37.483990,127.034180
2243,서울가정법원,15,서울특별시 서초구 강남대로 193 서초구 양재동 105-4,37.481491,127.036728
2244,교육개발원입구 교차로,20,서울특별시 서초구 바우뫼로1길 35 서초구 양재동 20-40,37.477852,127.038910
2245,양재초등학교 맞은편,20,서울특별시 서초구 바우뫼로18길 14 서초구 양재동 127-1,37.473614,127.030510
2246,서울시 품질시험소 앞,15,서울특별시 서초구 태봉로 131 서초구 우면동 23-14,37.469200,127.029007
2247,섬들근린공원,25,서울특별시 서초구 태봉로2길 24 우면동 718,37.462639,127.026619
2248,서초리슈빌S 글로벌 앞,10,서울특별시 서초구 양재대로2길 8 우면동 785,37.459953,127.024742
2249,우솔초등학교 맞은편,10,서울특별시 서초구 양재대로2길 74 우면동 754,37.456234,127.019348
225,앙카라공원 앞,26,서울특별시 영등포구 의사당대로 지하166 앙카라공원 앞,37.517368,126.929253
2250,서초유치원 맞은편,10,서울특별시 서초구 양재대로2길 74 우면동 754,37.455799,127.016289
2251,더케이호텔 입구(양재2),10,서울특별시 서초구 바우뫼로12길 70 더케이호텔 입구(양재2),37.467506,127.034477
2252,하이브랜드 앞,25,서울특별시 서초구 매헌로 16 양재동 217-3,37.463322,127.036041
2255,시민의숲역 1번출구 옆,25,서울특별시 서초구 매헌로 지하 116 양재동 238,37.470440,127.038857
2256,양재동 꽃시장 입구,10,서울특별시 서초구 강남대로 27 양재동 238,37.467690,127.040359
2257,하나로클럽 양재점 맞은편,10,서울특별시 서초구 청계산로 10 양재동 238-1,37.462688,127.046112
2258,구룡사 삼거리,20,서울특별시 강남구 논현로2길 22 개포동 1277,37.471539,127.050591
2259,잠원역 3번-4번 출구사이,15,"서울특별시 서초구 잠원로4길 지하 46 잠원역 3,4번 출구사이",37.512989,127.011177
226,샛강역 1번출구 앞,20,서울특별시 영등포구 의사당대로 지하166 샛강역 1번출구 앞,37.517765,126.928413
2262,한신16차아파트 119동 앞,20,서울특별시 서초구 나루터로4길 60 서초구 잠원동 78,37.516598,127.009590
2263,바우뫼문화복지회관,20,서울특별시 서초구 바우뫼로 43 서초구 우면동 68-3,37.471928,127.026840
2264,이수역 1번출구,9,서울특별시 서초구 동작대로 134 이수역 1번 출구,37.488556,126.982574
2265,이수고가차도 남단,25,서울특별시 서초구 동작대로 196 상록빌딩,37.494106,126.982994
2266,서초역 3번출구,15,서울특별시 서초동 1748-14 서초역 3번출구,37.490540,127.008163
2268,서초4동주민센터,10,서울특별시 서초동 1389 서초4동주민센터,37.502319,127.022270
2269,주홍교 하부,10,서울특별시 잠원동 91-29 주홍교 하부,37.510349,127.016052
227,양평2나들목 보행통로 입구,10,서울특별시 영등포구 양화동 17-4 양평2나들목 보행통로 입구,37.544666,126.888359
2270,서초포레스타 7단지,10,서울특별시 신원동 266 서초포레스타 7단지,37.448967,127.057739
2271,내방역 8번출구 앞,8,서울특별시 서초구 방배로 162 내방역 8번출구 앞,37.487865,126.994293
2272,교대입구 교차로,10,서울특별시 서초동 1748-33 교대입구 교차로,37.487309,127.010582
2273,일동제약 사거리,10,서울특별시 양재동 67-12 일동제약 사거리,37.477829,127.038269
2275,염곡치안센터 건너편,10,서울특별시 염곡동 260-1 염곡치안센터 건너편,37.461578,127.048798
2276,영동1교 (양재천근린공원),15,서울특별시 양재동 261-23 영동1교 (양재천근린공원),37.474388,127.038902
2277,길마중4교 하부,10,서울특별시 잠원동 84-3 길마중4교 하부,37.514870,127.015282
2279,교대역 5번출구뒤,10,서울특별시 서초구 서초중앙로 130 교대역 5번출구 뒤,37.493618,127.014183
228,선유도역 3번출구 앞,10,서울특별시 영등포구 양평동4가 202-1 선유도역 3번출구 앞,37.538460,126.894508
2280,서울서초고용센터앞,10,서울특별시 서초구 반포대로 43 서울서초고용센터 앞,37.484161,127.010971
2281,연세사랑병원신관앞,7,서울특별시 서초구 효령로 10 연세사랑병원신관 앞,37.475979,126.986282
2282,방배래미안아트힐 101동앞,15,서울특별시 서초구 남부순환로 2311-12 방배래미안아트힐 101동앞,37.477203,127.005836
2283,그룹한빌딩옆,10,서울특별시 서초구 서초대로 62 그룹한빌딩 옆,37.486526,126.989166
2284,CJ오쇼핑앞,10,서울특별시 서초구 과천대로 870-13 CJ오쇼핑 앞,37.468102,126.986801
2285,LH서초3단지 301동 맞은편,15,서울특별시 서초구 양재대로2길 33 LH서초3단지 301동 맞은편,37.457424,127.022652
2286,탑성마을입구,10,서울특별시 서초구 탑성말길 2 탑성마을입구,37.458549,127.055885
2287,능안마을입구,10,서울특별시 서초구 능안말길 1-2 능안마을입구,37.455620,127.067101
2288,안골마을입구,10,서울특별시 서초구 안골2길 3 안골마을입구,37.455608,127.064453
2289,남태령역 2번출구,10,서울특별시 서초구 과천대로 810 남태령역 2번출구,37.464298,126.988525
229,양평1 보행육교 앞,20,서울특별시 영등포구 양평동4가 20-4 양평1 보행육교 앞,37.535873,126.892181
2290,서래마을파리15구공원앞,10,서울특별시 서초구 동광로39길 93 서래마을파리15구공원 앞,37.499413,126.999413
2292,무지개아파트 앞,15,서울특별시 서초구 효령로 391 무지개아파트 앞,37.488243,127.027016
2293,SPC 앞,10,서울특별시 서초구 남부순환로 2620 SPC 앞,37.484798,127.036995
2294,두상빌딩 앞,15,서울특별시 서초구 언남길 87 두상빌딩 앞,37.475906,127.046242
2297,남부터미널역 1번출구,10,서울특별시 서초구 서초중앙로 38 남부터미널역 1번출구,37.485672,127.015923
2298,래미안서초스위트앞,12,서울특별시 서초구 서운로 221 래미안서초스위트앞,37.502411,127.021606
2299,한전아트센터 앞,12,서울특별시 서초구 효령로72길 60 한전아트센터 앞,37.486469,127.028061
230,영등포구청역 1번출구,10,서울특별시 영등포구 당산로 111-2 영등포구청역 1번출구,37.524635,126.896217
2301,현대고등학교 건너편,10,서울특별시 강남구 압구정로 134 현대고등학교 건너편,37.524071,127.021790
2302,교보타워 버스정류장(신논현역 3번출구 후면),10,서울특별시 강남구 봉은사로 지하 102 교보타워 버스정류장,37.505581,127.024277
2303,논현역 7번출구,15,서울특별시 강남구 학동로 지하 102 논현역 7번출구,37.511517,127.021477
2304,신영 ROYAL PALACE 앞,10,서울특별시 강남구 언주로 626 신영 ROYAL PALACE앞,37.512527,127.035835
2305,MCM 본사 직영점 앞,10,서울특별시 강남구 언주로 734 MCM 본사 직영점 앞,37.520641,127.034508
2306,압구정역 2번 출구 옆,30,서울특별시 강남구 압구정로 지하 172 압구정역 2번 출구 옆,37.527122,127.028717
2307,압구정 한양 3차 아파트,10,서울특별시 강남구 압구정로 321 압구정 한양 3차 아파트,37.528614,127.038559
2308,압구정파출소 앞,14,서울특별시 강남구 압구정로 311 압구정파출소 앞,37.529301,127.035599
2309,청담역(우리들병원 앞),10,서울특별시 강남구 학동로 443 강남구 청담동 77-76 (학동로 443 앞 도로),37.518902,127.049385
231,남부고용노동지청 남측,10,서울특별시 영등포구 양평동1가 115-2 남부고용노동지청 남측,37.524506,126.891823
2310,청담동 맥도날드 옆(위치),10,서울특별시 강남구 학동로 지하 508 청담동 맥도날드 옆,37.523613,127.040176
2311,학동로 래미안 아파트 앞,10,서울특별시 강남구 학동로 지하 508 학동로 래미안 아파트 앞,37.517773,127.043022
2312,청담역 13번 출구 앞,10,서울특별시 강남구 영동대로 703 청담역 13번 출구 앞,37.520580,127.056328
2313,금원빌딩 앞,10,서울특별시 강남구 도산대로 539 금원빌딩,37.525116,127.052467
2314,청담나들목입구,10,서울특별시 강남구 영동대로128길 59 청담나들목입구,37.521275,127.061035
2315,봉은사역 5번출구 옆,10,서울특별시 강남구 봉은사로 지하 601 봉은사역 5번출구 옆,37.514248,127.061119
2316,삼성역 8번출구,10,서울특별시 강남구 영동대로 502 삼성역 7번출구,37.509575,127.063408
2317,삼성도로공원,10,서울특별시 강남구 영동대로112길 66 삼성도로공원,37.515888,127.066200
2318,삼성중앙역4번출구(문화센터더 리빌),15,서울특별시 강남구 봉은사로 531 삼성중앙역4번출구(문화센터더 라빌),37.513577,127.055031
2319,포스코4거리 서측(수협 삼성동 지점),10,서울특별시 강남구 테헤란로 435 포스코4거리 서측(수협 삼성동 지점),37.506607,127.054680
232,양평우림 이비즈센타 앞,20,서울특별시 영등포구 양평동3가 14-1 양평우림 이비즈센타 앞,37.525650,126.887817
2320,도곡역 대치지구대 방향,10,서울특별시 강남구 남부순환로 지하 2814 대치지구대 방향,37.491928,127.056969
2321,학여울역 사거리,10,서울특별시 강남구 남부순환로 지하 3104 학여울역 사거리,37.496117,127.069443
2322,삼성역 3번 출구,15,서울특별시 강남구 테헤란로 534 삼성역 3번 출구,37.508091,127.063103
2323,주식회사 오뚜기 정문 앞,10,서울특별시 강남구 영동대로 308 주식회사 오뚜기 정문 앞,37.502213,127.067207
2324,천주교 대치 2동 교회 옆,10,서울특별시 강남구 도곡로 540 천주교 대치 2동 교회 옆,37.500439,127.066223
2325,대치동 버거킹대치점,10,서울특별시 강남구 도곡로 447 대치동 버거킹대치점,37.498650,127.059319
2326,대치동 삼성로,10,서울특별시 강남구 삼성로 350 대치동 삼성로,37.502396,127.058800
2327,뱅뱅사거리 랜드마크타워 앞,15,서울특별시 강남구 강남대로 308 뱅뱅사거리 랜드마크타워 앞,37.490551,127.031464
2328,르네상스 호텔 사거리 역삼지하보도 7번출구 앞,10,서울특별시 강남구 언주로 506 역삼지하보도 7번출구 앞,37.503586,127.042641
2329,르네상스호텔사거리 역삼지하보도 2번출구,10,서울특별시 강남구 테헤란로 지하 156 역삼역 지하보도 2번출구,37.502357,127.043190
233,YP 센터 앞,10,서울특별시 영등포구 양평동3가 60-1 한국연예사관 건물 앞,37.528488,126.891647
2330,스타벅스 앞,10,서울특별시 강남구 도곡로 183 스타벅스 앞,37.492199,127.039459
2332,선릉역3번출구,8,서울특별시 강남구 선릉로 435 선릉역 3번출구,37.504208,127.048965
2333,양재역 3번출구 주변,15,서울특별시 강남구 강남대로 240 양재역 3번출구 주변,37.485157,127.034073
2334,삼호@ 2동 ( 간선도로),15,서울특별시 강남구 선릉로 지하 228 8.삼호@ 2동 ( 간선도로),37.493759,127.045898
2335,3호선 매봉역 3번출구앞,10,서울특별시 강남구 남부순환로 2748 3호선 매봉역 3번출구앞,37.486767,127.046761
2336,강남세브란스교차로  래미안그레이튼 104동 앞,10,서울특별시 강남구 선릉로 지하 228 강남세브란스교차로  래미안그레이튼 104동 앞,37.494236,127.047462
2337,대모산입구역 2번출구 앞,15,서울특별시 강남구 영동대로 101 대모산입구역 2번출구 앞,37.492077,127.071976
2339,현대아파트 정문 앞,10,서울특별시 강남구 언주로 107 현대아파트 정문 앞,37.483261,127.052299
234,영등포구민체육센터 앞,10,서울특별시 영등포구 신길동 399  영등포구민체육센터 앞,37.500462,126.905846
2340,삼호물산버스정류장(23370) 옆,15,서울특별시 강남구 논현로 82 삼호물산버스정류장(23370) 옆,37.477509,127.045174
2341,일원역 4~5번 출구 사이,10,"서울특별시 강남구 일원로 127 일원역 4,5번 출구사이",37.483311,127.084938
2342,대청역 1번출구  뒤,10,서울특별시 강남구 개포로 623 대청역1번출구 뒤,37.494007,127.079514
2343,세곡사거리 대왕파출소 앞,10,서울특별시 강남구 헌릉로 623 세곡사거리 대왕파출소 앞,37.465317,127.107727
2344,리엔파크 2단지 앞,10,서울특별시 강남구 헌릉로590길 10 리엔파크 2단지 앞,37.465061,127.101196
2347,두산건설 본사,15,서울특별시 강남구 언주로 726 두산건설 본사,37.518639,127.035400
2348,포스코사거리(기업은행),20,서울특별시 강남구 테헤란로 501 포스코사거리(기업은행),37.507233,127.056854
2349,역삼빌딩 앞(하나은행 옆),10,서울특별시 강남구 테헤란로 지하 156 역삼빌딩,37.501545,127.038567
235,신길동 우리은행 옆,10,서울특별시 영등포구 신길동 250-4  신길동 우리은행 옆,37.504566,126.910233
2350,래미안그레이튼102동앞,10,서울특별시 강남구 선릉로69길 19 102동 앞,37.494823,127.047905
2351,청소년수련관(수영장)앞,15,서울특별시 강남구 광평로 144 청소년 수련관 수영장 앞,37.483879,127.089027
2352,서울본부세관(건설회관 앞),10,서울특별시 강남구 언주로 721 서울본부세관(건설회관 앞),37.517590,127.035027
2353,강남구청역 2번출구 뒤,10,서울특별시 강남구 학동로 342 강남구청역 2번출구 뒤,37.516811,127.040474
2354,청담역 2번출구,5,서울특별시 강남구 영동대로 647 청담역 2번출구,37.519787,127.056763
2355,삼성역 5~6번 출구 사이,20,서울특별시 강남구 봉은사로 524 삼성역 5~6번 출구,37.509121,127.062309
2356,강남구청,10,서울특별시 강남구 학동로 지하 346 강남구청,37.518070,127.047119
2357,르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),15,서울특별시 강남구 언주로89길 7 더 오번 빌딩 명동칼국수 앞,37.501949,127.042770
2358,구룡초사거리 (현대아파트10동 앞 ),10,서울특별시 강남구 개포로 303 10동 앞,37.481384,127.053917
2359,"국립국악중,고교 정문 맞은편",10,"서울특별시 강남구 논현로10길 29 국립국악중,고교 정문 맞은편",37.475605,127.050377
236,문래동자이아파트 앞,10,서울특별시 영등포구 문래동3가 68-1 문래동자이아파트 앞,37.516155,126.894615
2360,도곡1동 주민센터 교차로,15,서울특별시 강남구 도곡로 205 도곡1동 주민센터 교차로,37.492809,127.041389
2361,압구정역 교차로,10,서울특별시 강남구 신사동 580-7 압구정역 교차로,37.526844,127.028259
2362,신사동 가로수길 입구,10,서울특별시 강남구 신사동 501-5 신사동 가로수길 입구,37.517635,127.022453
2363,강남 을지병원 교차로,15,서울특별시 강남구 도산대로 172  강남 을지병원 교차로,37.519180,127.027466
2364,도산대로 렉서스 앞,10,서울특별시 강남구 도산대로 229  도산대로 렉서스 앞,37.521240,127.031898
2365,K+ 타워 앞,15,서울특별시 강남구 도산대로 333  K+ 타워 앞,37.523300,127.038475
2368,도곡동 경남아파트 건너편,10,서울특별시 강남구 도곡동 874-1 도곡동 경남아파트 건너편,37.489342,127.041298
2369,KT선릉타워,20,서울특별시 강남구 대치동 1011 KT선릉타워,37.505428,127.052872
237,보라매 두산위브 건너편,20,서울특별시 영등포구 신길동 4490  보라매 두산위브 앞,37.496513,126.914803
2370,한티역 3번출구,20,서울특별시 강남구 대치동 1026 한티역 3번출구,37.496552,127.054298
2371,한국우편사업진흥원,10,서울특별시 강남구 언주로 651 한국우편사업진흥원,37.514748,127.035133
2372,대치역 사거리,10,서울특별시 강남구 삼성로 156  대치역 사거리,37.494499,127.063797
2373,개포동역 사거리,20,서울특별시 강남구 개포동 181-3 개포동역 사거리,37.489277,127.065575
2375,수서역 1번출구 앞,10,서울특별시 강남구 수서동 728 수서역 1번출구 앞,37.487350,127.100998
2376,수서역 6번출구 앞,20,서울특별시 강남구 수서동 740 수서역 6번출구 앞,37.486778,127.100517
2377,수서역 5번출구 뒤,10,서울특별시 강남구 수서동 724-4 수서역 5번출구 뒤,37.486835,127.102753
238,제2구민체육센타 앞,10,서울특별시 영등포구 당산동4가 96-2 제2구민체육센타 앞,37.526386,126.902756
2380,삼성동베이직하우스앞,15,서울특별시 강남구 봉은사로 456 삼성동베이직하우스앞,37.511696,127.049347
2381,언주역 6번출구앞,8,서울특별시 강남구 논현로 566 언주역 6번출구앞,37.506367,127.034523
2382,역삼동 sk뷰 501동앞,11,서울특별시 강남구 역삼로 315-1 역삼동 sk뷰 501동 앞,37.501343,127.050468
2383,보금자리정원,10,서울특별시 강남구 헌릉로569길 39-6 보금자리정원,37.466328,127.094887
2384,자곡사거리,10,서울특별시 강남구 밤고개로 206 자곡사거리,37.476028,127.105942
2385,학동역,10,서울특별시 강남구 학동로 지하 180 학동역,37.513950,127.030151
2387,래미안강남힐즈 사거리,10,서울특별시 강남구 자곡로 101 래미안강남힐즈 사거리,37.472454,127.096077
2388,강남구 도시관리공단,10,서울특별시 강남구 삼성로 628 강남구 도시관리공단,37.516785,127.051613
2389,경기여자고등학교 후문 (삼성로3길 입구),15,서울특별시 강남구 개포로 지하 420 경기여자고등학교 후문 (삼성로3길 입구),37.486160,127.067238
239,유스호스텔 앞,20,서울특별시 영등포구 영등포동7가 58-2 유스호스텔 앞,37.525852,126.903282
2390,구룡마을 입구 (래미안블레스티지 아파트),10,서울특별시 강남구 양재대로 478 구룡마을 입구 (래미안블레스티지 아파트),37.479568,127.064774
2391,구룡마을 입구(개포1단지아파트),10,서울특별시 강남구 양재대로 478 구룡마을 입구(개포1단지아파트),37.479328,127.064278
2392,구룡산 입구 (구룡산 서울둘레길 입구),15,서울특별시 강남구 양재대로 379 구룡산 입구 (구룡산 서울둘레길 입구),37.474579,127.055450
2395,개포1단지아파트 입구 (보도육교),10,서울특별시 강남구 개포로 310 개포1단지아파트 입구 (보도육교),37.479290,127.055733
2396,영동3교 북단(우성캐릭터 앞 보도),15,서울특별시 강남구 언주로 118 영동3교 북단(우성캐릭터 앞 보도),37.485741,127.051048
2398,더라움,10,서울특별시 강남구 언주로 564 더라움,37.508110,127.039452
240,문래역 4번출구 앞,10,서울특별시 영등포구 문래동3가 55-12  문래역 4번출구 앞,37.518738,126.895576
2401,밀알학교 입구 (삼성서울병원 입구),15,서울특별시 강남구 일원로 90 밀알학교 입구 (삼성서울병원 입구),37.486561,127.082672
2403,공무원연금매점 교차로 (개포주공9단지 입구),15,서울특별시 강남구 영동대로4길 10 공무원연금매점 교차로 (개포주공9단지 입구),37.488720,127.074539
2404,대모산입구역 4번 출구 앞,10,서울특별시 강남구 개포로 지하 522 대모산입구역 4번 출구 앞,37.491810,127.073158
2405,청담공원앞 교차로,20,서울특별시 강남구 학동로 지하 346 청담공원앞 교차로,37.518711,127.050850
2406,논현동 광명빌딩 앞,10,서울특별시 강남구 도산대로 138 논현동 광명빌딩 앞,37.517570,127.023643
2407,삼성 세무서 앞 (역삼빌딩 앞),10,서울특별시 강남구 강남대로 지하 396 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),37.498470,127.030113
2408,강남한양수자인아파트,14,서울특별시 강남구 자곡로 260 강남한양수자인아파트,37.477341,127.113274
2409,역삼동 디오슈페리움 (우성아파트 사거리),10,서울특별시 강남구 강남대로 324 역삼동 디오슈페리움 (우성아파트 사거리),37.492062,127.030746
241,신길우성1차아파트 앞 공원,10,서울특별시 영등포구 도림동 255-2  신길우성1차아파트 앞 공원,37.505329,126.898483
2410,포스코피앤에스타워 (역삼역 3번출구 부근),10,서울특별시 강남구 테헤란로 134 포스코피앤에스타워 (역삼역 3번출구 부근),37.499599,127.033752
2411,세곡동 성당,15,서울특별시 강남구 밤고개로21길 50 세곡동 성당,37.472969,127.112228
2412,일원1동 주민센터,15,서울특별시 강남구 양재대로55길 14 일원1동주민센터,37.491791,127.088211
242,신길선원가와인아파트 앞,15,서울특별시 영등포구 신길동 215-28  신길선원가와인아파트 앞,37.510933,126.910225
243,이앤씨드림타워 앞,15,서울특별시 영등포구 양평동3가 48-1 이앤씨드림타워 앞,37.527084,126.891380
244,영등포삼환아파트 앞,20,서울특별시 영등포구 영등포동8가 82-4  영등포삼환아파트 앞,37.530079,126.905708
247,당산역 10번출구 앞,15,서울특별시 영등포구 당산동5가 14-4 당산역 10번출구 앞,37.533688,126.902107
248,초원아파트 앞,10,서울특별시 영등포구 여의도동8-13 초원아파트 앞,37.531055,126.924210
249,여의도중학교 옆,8,서울특별시 영등포구 여의도동 8 여의도중학교 옆,37.524120,126.936546
250,대림아파트 사거리,10,서울특별시 영등포구 신길동 249 우주마루아파트 201동 앞,37.507641,126.923080
2501,서초 포레스타5단지,10,서울특별시 서초구 청계산로7길 43 서초 포레스타5단지,37.450661,127.057060
2502,서초역1번출구 앞,9,서울특별시 서초구 서초대로 248 서초역1번출구 앞,37.491951,127.008553
2503,반포1동 서초빌딩 앞,10,서울특별시 서초구 사평대로 349 반포1동 서초빌딩 앞,37.503811,127.021362
2504,신사역 4번출구 뒤,10,서울특별시 서초구 강남대로 605 신사역 4번출구 뒤,37.515881,127.019302
2505,우성아파트사거리 (기업은행앞),12,서울특별시 서초구 강남대로 341 삼원빌딩,37.493259,127.029533
2506,LG유플러스 (방배사옥),10,서울특별시 서초구 효령로 58 LG유플러스 (방배사옥),37.479092,126.990677
2508,양재이스타빌 앞,10,서울특별시 서초구 논현로 151 도곡이스타빌,37.482979,127.042259
2509,KT반포지사,16,서울특별시 서초구 사평대로 73 KT반포지사,37.498371,126.992462
251,서울지방병무청 버스정류장,10,서울특별시 영등포구 신길동853 서울지방병무청 버스정류장,37.504494,126.921951
2510,JW타워,8,서울특별시 서초구 남부순환로 2477 JW타워,37.483040,127.021461
2511,이수역 6번출구 앞,20,서울특별시 서초구 동작대로 80 이수역 6번출구 앞,37.483662,126.982323
252,보라매역4번출구,10,서울특별시 영등포구 신길동4884 보라매역4번출구(순흥빌딩),37.499828,126.919945
253,신풍역 5번출구 인근,10,서울특별시 영등포구 신길동3596 남서울아파트 14동앞,37.500648,126.909515
254,도림신협 앞,10,서울특별시 영등포구 신길동263-76 도림신협 앞,37.503803,126.903419
255,도림4거리,10,서울특별시 영등포구 신길동373-1 도림4거리,37.506573,126.901131
256,동아에코빌입구,10,서울특별시 영등포구 도림동 159-70 동아에코빌입구,37.509476,126.899300
257,신길삼거리(우리은행),10,서울특별시 영등포구 신길동95-256 신길삼거리(우리은행),37.513844,126.919357
258,신길역3번출구,14,서울특별시 영등포구 영등포동1가35 신길역3번출구,37.517693,126.914299
259,대방역6번출구,17,서울특별시 영등포구 신길동1368 대방역6번출구,37.513592,126.925934
260,여의도 마리나선착장 앞,15,서울특별시 영등포구 여의서로 160 여의도 마리나선착장 앞,37.533680,126.912086
2601,석촌호수 서호사거리,10,서울특별시 송파구 삼학사로 136 석촌호수 서호사거리,37.506748,127.098831
2603,송파 글마루 도서관,10,서울특별시 송파구 충민로 120 송파 글마루 도서관,37.480801,127.130341
2604,삼표레미콘 앞,10,서울특별시 송파구 토성로 2 삼표레미콘 앞,37.531311,127.111282
2605,복정역 1번 출구 앞,15,서울특별시 송파구 송파대로 지하 6 복정역 1번 출구 앞,37.471298,127.127090
2606,위례동주민센터 맞은편 근린공원,10,서울특별시 송파구 마천로44길 15 위례동주민센터 맞은편 근린공원,37.481739,127.143227
2607,복정역 2번출구 후문 (장지치안센터),15,서울특별시 송파구 송파대로 지하 6 복정역 2번출구 후문 (장지치안센터),37.470650,127.127113
2608,송파구청,10,서울특별시 송파구 올림픽로 326 송파구청,37.514359,127.106194
2609,보성중고등학교 후문 앞,10,서울특별시 송파구 양재대로 1278 보성중고등학교 후문 앞,37.520489,127.135201
2610,여흥레이크빌 앞 (석촌호수 까페거리),10,서울특별시 송파구 석촌호수로 278 여흥레이크빌 앞 (석촌호수 까페거리),37.510441,127.106377
2611,송파지역자활센터 뒤,7,서울특별시 송파구 풍성로5길 16 송파지역자활센터 뒤,37.536331,127.116180
2612,문정·가락 대여소 앞,10,서울특별시 송파구 중대로2길 6 문정·가락 대여소 앞,37.489071,127.109299
2613,잠실나들목,18,서울특별시 송파구 올림픽로 99 잠실엘스 261동 인근,37.516781,127.090492
2614,가락고등학교 앞,15,서울특별시 송파구 송이로 42 가락고등학교 앞,37.501862,127.117233
2615,테라타워2,15,서울특별시 송파구 송파대로 201 테라타워2,37.488350,127.120781
2616,거여동 사거리,20,서울특별시 송파구 문정로 196 거여동 사거리,37.496078,127.140106
2617,가락삼환아파트 앞,15,서울특별시 송파구 오금로 지하 402 가락삼환아파트 앞,37.496181,127.138031
2618,삼전역 1번출구,14,서울특별시 송파구 백제고분로 187 삼전역 1번출구,37.504711,127.087563
2619,석촌고분역 4번출구,9,서울특별시 송파구 백제고분로 272 석촌고분역 4번출구,37.502338,127.096443
262,영문초등학교 사거리,12,서울특별시 영등포구 문래로 56 영문초등학교 사거리,37.519928,126.889183
2620,송파나루역 4번 출구옆,15,서울특별시 송파구 오금로 162 송파나루역 4번 출구옆,37.509979,127.112312
2621,한성백제역 2번 출구,15,서울특별시 송파구 위례성대로 51 한성백제역 2번 출구,37.516659,127.116257
2622,올림픽공원역 3번출구,10,서울특별시 송파구 양재대로 지하 1233 올림픽공원역 3번출구,37.516258,127.130592
263,근로자회관 사거리,12,서울특별시 영등포구 선유로 34 근로자회관 사거리,37.517151,126.888626
